Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
OHIO,2019,26,1,,3,,25,,26,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20192618
WISCONSIN,2019,26,,-,2,,1,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192619
WEST NORTH CENTRAL,2019,26,,-,6,,28,,62,,,-,0,,,-,20,,,-,1,,2,,15,,,WEST NORTH CENTRAL,20192620
IOWA,2019,26,,-,2,,9,,13,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192621
KANSAS,2019,26,,-,2,,3,,5,,,-,0,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",,20192622
MINNESOTA,2019,26,,-,5,,,-,27,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192623
MISSOURI,2019,26,,-,3,,8,,6,,,-,0,,,-,,-,,-,1,,2,,14,,"MISSOURI
(38.3675, -92.477244)",,20192624
NEBRASKA,2019,26,,-,2,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20192625
NORTH DAKOTA,2019,26,,-,2,,6,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192626
SOUTH DAKOTA,2019,26,,-,1,,1,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192627
SOUTH ATLANTIC,2019,26,8,,20,,163,,224,,,-,4,,7,,2,,,-,3,,6,,5,,,SOUTH ATLANTIC,20192628
DELAWARE,2019,26,2,,3,,10,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192629
OREGON,2019,26,,-,1,,1,,5,,,-,4,,11,,,-,,-,1,,3,,1,,"OREGON
(43.940449, -120.605279)",,20192661
DISTRICT OF COLUMBIA,2019,26,,-,2,,8,,8,,,-,0,,,-,,-,,-,0,,,-,1,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192630
FLORIDA,2019,26,,-,4,,18,,27,,,-,3,,1,,,-,,-,1,,2,,2,,"FLORIDA
(28.260731, -82.420978)",,20192631
GEORGIA,2019,26,,-,5,,13,,33,,,-,2,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",,20192632
MARYLAND,2019,26,4,,9,,59,,93,,,-,2,,2,,,-,,-,2,,2,,1,,"MARYLAND
(38.946466, -76.687282)",,20192633
NORTH CAROLINA,2019,26,,-,4,,17,,29,,,-,1,,,-,2,,,-,0,,,-,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192634
SOUTH CAROLINA,2019,26,,-,0,,,-,,-,,-,3,,1,,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192635
VIRGINIA,2019,26,2,,5,,38,,24,,,-,0,,,-,,-,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",,20192636
WEST VIRGINIA,2019,26,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192637
EAST SOUTH CENTRAL,2019,26,,-,4,,9,,13,,,-,2,,5,,,-,,-,1,,2,,1,,,EAST SOUTH CENTRAL,20192638
ALABAMA,2019,26,,-,3,,1,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192639
KENTUCKY,2019,26,,-,2,,,-,4,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20192640
MISSISSIPPI,2019,26,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192641
TENNESSEE,2019,26,,-,2,,7,,3,,,-,2,,4,,,-,,-,1,,1,,1,,"TENNESSEE
(35.842998, -86.343226)",,20192642
WEST SOUTH CENTRAL,2019,26,1,,24,,6,,52,,,-,5,,13,,5,,,-,1,,6,,7,,,WEST SOUTH CENTRAL,20192643
ARKANSAS,2019,26,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20192644
LOUISIANA,2019,26,,-,1,,2,,7,,,-,0,,,-,,-,,-,0,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192645
OKLAHOMA,2019,26,,-,2,,,-,2,,,-,2,,3,,,-,,-,1,,1,,3,,"OKLAHOMA
(35.583449, -97.508297)",,20192646
TEXAS,2019,26,1,,22,,4,,42,,,-,5,,10,,5,,,-,1,,5,,1,,"TEXAS
(31.447238, -99.317341)",,20192647
MOUNTAIN,2019,26,,-,4,,23,,28,,,-,1,,1,,,-,,-,1,,3,,1,,,MOUNTAIN,20192648
ARIZONA,2019,26,,-,3,,11,,8,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192649
COLORADO,2019,26,,-,2,,5,,8,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20192650
IDAHO,2019,26,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,1,,,-,"IDAHO
(44.389073, -114.659366)",,20192651
MONTANA,2019,26,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192652
NEVADA,2019,26,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",,20192653
NEW MEXICO,2019,26,,-,1,,1,,3,,,-,1,,1,,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192654
UTAH,2019,26,,-,1,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192655
WYOMING,2019,26,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192656
PACIFIC,2019,26,,-,40,,45,,51,,,-,17,,115,,9,,,-,3,,30,,9,,,PACIFIC,20192657
ALASKA,2019,26,,-,1,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192658
CALIFORNIA,2019,26,,-,5,,30,,42,,,-,9,,28,,9,,,-,3,,27,,8,,"CALIFORNIA
(37.211164, -119.662127)",,20192659
HAWAII,2019,26,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192660
WASHINGTON,2019,26,,-,40,,11,,,-,,-,17,,76,,,-,,-,3,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192662
US TERRITORIES,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192663
AMERICAN SAMOA,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192664
NORTHERN MARIANA ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192665
GUAM,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192666
PUERTO RICO,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192667
U.S. VIRGIN ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192668
NON-US RESIDENTS,2019,26,,-,,NC,3,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192669
TOTAL,2019,26,16,,83,,504,,741,,,-,60,,668,,38,,17,,68,,375,,60,,,TOTAL,20192670
US RESIDENTS,2019,27,10,,83,,528,,779,,1,,60,,688,,39,,36,,68,,415,,63,,,US RESIDENTS,20192701
NEW ENGLAND,2019,27,,-,5,,40,,44,,,-,2,,3,,,-,,-,2,,7,,3,,,NEW ENGLAND,20192702
CONNECTICUT,2019,27,,-,1,,,-,7,,,-,2,,2,,,-,,-,1,,1,,3,,"CONNECTICUT
(41.575155, -72.738288)",,20192703
MAINE,2019,27,,-,3,,8,,5,,,-,1,,1,,,-,,-,1,,1,,,-,"MAINE
(45.117911, -69.06137)",,20192704
MASSACHUSETTS,2019,27,,-,4,,26,,24,,,-,0,,,-,,-,,-,2,,3,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192705
NEW HAMPSHIRE,2019,27,,-,1,,1,,3,,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192706
RHODE ISLAND,2019,27,,-,2,,4,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192707
VERMONT,2019,27,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192708
MIDDLE ATLANTIC,2019,27,3,,24,,147,,181,,1,,55,,536,,1,,36,,65,,307,,14,,,MIDDLE ATLANTIC,20192709
NEW JERSEY,2019,27,,-,7,,38,,37,,,-,13,,12,,1,,,-,1,,2,,3,,"NEW JERSEY
(40.110253, -74.655514)",,20192710
NEW YORK,2019,27,1,,5,,19,,21,,,-,8,,20,,,-,35,,63,,237,,6,,"NEW YORK
(42.921241, -75.59655)",,20192711
NEW YORK CITY,2019,27,1,,11,,60,,74,,,-,55,,500,,,-,,-,11,,60,,3,,,NEW YORK CITY,20192712
PENNSYLVANIA,2019,27,1,,8,,30,,49,,1,,2,,4,,,-,1,,4,,8,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192713
EAST NORTH CENTRAL,2019,27,,-,7,,47,,94,,,-,4,,4,,1,,,-,18,,49,,6,,,EAST NORTH CENTRAL,20192714
ILLINOIS,2019,27,,-,3,,18,,37,,,-,2,,4,,1,,,-,1,,5,,2,,"ILLINOIS
(40.124144, -89.148632)",,20192715
INDIANA,2019,27,,-,1,,,-,9,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.919991, -86.2818)",,20192716
MICHIGAN,2019,27,,-,3,,3,,14,,,-,4,,,-,,-,,-,17,,43,,3,,"MICHIGAN
(44.874798, -85.730977)",,20192717
OHIO,2019,27,,-,3,,25,,26,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20192718
WISCONSIN,2019,27,,-,2,,1,,8,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192719
WEST NORTH CENTRAL,2019,27,,-,6,,28,,67,,,-,0,,,-,20,,,-,1,,2,,15,,,WEST NORTH CENTRAL,20192720
IOWA,2019,27,,-,2,,9,,14,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192721
KANSAS,2019,27,,-,2,,3,,5,,,-,0,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",,20192722
MINNESOTA,2019,27,,-,5,,,-,30,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192723
MISSOURI,2019,27,,-,3,,8,,6,,,-,0,,,-,,-,,-,1,,2,,14,,"MISSOURI
(38.3675, -92.477244)",,20192724
NEBRASKA,2019,27,,-,2,,1,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20192725
NORTH DAKOTA,2019,27,,-,2,,6,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192726
SOUTH DAKOTA,2019,27,,-,1,,1,,6,,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192727
SOUTH ATLANTIC,2019,27,4,,20,,174,,238,,,-,4,,7,,2,,,-,3,,6,,5,,,SOUTH ATLANTIC,20192728
DELAWARE,2019,27,,-,3,,10,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192729
DISTRICT OF COLUMBIA,2019,27,,-,2,,8,,8,,,-,0,,,-,,-,,-,0,,,-,1,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192730
FLORIDA,2019,27,,-,4,,18,,27,,,-,3,,1,,,-,,-,1,,2,,2,,"FLORIDA
(28.260731, -82.420978)",,20192731
GEORGIA,2019,27,,-,5,,13,,38,,,-,2,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",,20192732
MARYLAND,2019,27,3,,9,,65,,98,,,-,2,,2,,,-,,-,2,,2,,1,,"MARYLAND
(38.946466, -76.687282)",,20192733
NORTH CAROLINA,2019,27,,-,4,,18,,32,,,-,0,,,-,2,,,-,0,,,-,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192734
SOUTH CAROLINA,2019,27,,-,0,,,-,,-,,-,3,,1,,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192735
VIRGINIA,2019,27,1,,5,,42,,25,,,-,0,,,-,,-,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",,20192736
WEST VIRGINIA,2019,27,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192737
EAST SOUTH CENTRAL,2019,27,,-,3,,9,,14,,,-,2,,5,,,-,,-,1,,2,,1,,,EAST SOUTH CENTRAL,20192738
ALABAMA,2019,27,,-,1,,1,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192739
KENTUCKY,2019,27,,-,2,,,-,4,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20192740
MISSISSIPPI,2019,27,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192741
TENNESSEE,2019,27,,-,2,,7,,4,,,-,2,,4,,,-,,-,1,,1,,1,,"TENNESSEE
(35.842998, -86.343226)",,20192742
WEST SOUTH CENTRAL,2019,27,1,,24,,7,,55,,,-,5,,13,,5,,,-,1,,6,,7,,,WEST SOUTH CENTRAL,20192743
ARKANSAS,2019,27,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20192744
LOUISIANA,2019,27,,-,1,,2,,7,,,-,0,,,-,,-,,-,0,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192745
OKLAHOMA,2019,27,1,,2,,1,,2,,,-,2,,3,,,-,,-,1,,1,,3,,"OKLAHOMA
(35.583449, -97.508297)",,20192746
TEXAS,2019,27,,-,22,,4,,45,,,-,5,,10,,5,,,-,1,,5,,1,,"TEXAS
(31.447238, -99.317341)",,20192747
MOUNTAIN,2019,27,1,,4,,26,,31,,,-,1,,1,,,-,,-,2,,4,,1,,,MOUNTAIN,20192748
ARIZONA,2019,27,,-,3,,13,,9,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192749
COLORADO,2019,27,1,,2,,6,,10,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20192750
IDAHO,2019,27,,-,1,,,-,2,,,-,0,,,-,,-,,-,2,,2,,,-,"IDAHO
(44.389073, -114.659366)",,20192751
MONTANA,2019,27,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192752
NEVADA,2019,27,,-,2,,2,,1,,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",,20192753
NEW MEXICO,2019,27,,-,1,,1,,3,,,-,1,,1,,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192754
UTAH,2019,27,,-,1,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192755
WYOMING,2019,27,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192756
PACIFIC,2019,27,1,,40,,50,,55,,,-,17,,119,,10,,,-,3,,32,,11,,,PACIFIC,20192757
ALASKA,2019,27,,-,1,,2,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192758
CALIFORNIA,2019,27,1,,5,,34,,45,,,-,9,,28,,9,,,-,3,,29,,10,,"CALIFORNIA
(37.211164, -119.662127)",,20192759
HAWAII,2019,27,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192760
OREGON,2019,27,,-,1,,1,,6,,,-,4,,11,,1,,,-,1,,3,,1,,"OREGON
(43.940449, -120.605279)",,20192761
WASHINGTON,2019,27,,-,40,,12,,,-,,-,17,,80,,,-,,-,3,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192762
US TERRITORIES,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20192763
AMERICAN SAMOA,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192764
NORTHERN MARIANA ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192765
GUAM,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192766
PUERTO RICO,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192767
U.S. VIRGIN ISLANDS,2019,27,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192768
NON-US RESIDENTS,2019,27,,-,,NC,3,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192769
TOTAL,2019,27,10,,83,,531,,779,,1,,60,,688,,39,,36,,68,,415,,63,,,TOTAL,20192770
US RESIDENTS,2019,28,18,,83,,597,,814,,,-,60,,689,,40,,3,,68,,423,,65,,,US RESIDENTS,20192801
NEW ENGLAND,2019,28,1,,5,,47,,48,,,-,2,,3,,,-,,-,2,,7,,3,,,NEW ENGLAND,20192802
CONNECTICUT,2019,28,,-,1,,,-,7,,,-,2,,2,,,-,,-,1,,1,,3,,"CONNECTICUT
(41.575155, -72.738288)",,20192803
MAINE,2019,28,,-,3,,8,,5,,,-,1,,1,,,-,,-,1,,1,,,-,"MAINE
(45.117911, -69.06137)",,20192804
MASSACHUSETTS,2019,28,1,,4,,32,,27,,,-,0,,,-,,-,,-,2,,3,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192805
NEW HAMPSHIRE,2019,28,,-,1,,2,,3,,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192806
RHODE ISLAND,2019,28,,-,2,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192807
VERMONT,2019,28,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192808
MIDDLE ATLANTIC,2019,28,4,,24,,176,,188,,,-,55,,537,,1,,2,,65,,311,,14,,,MIDDLE ATLANTIC,20192809
NEW JERSEY,2019,28,1,,7,,45,,38,,,-,13,,12,,1,,,-,1,,2,,3,,"NEW JERSEY
(40.110253, -74.655514)",,20192810
NEW YORK,2019,28,1,,5,,20,,23,,,-,8,,20,,,-,2,,63,,239,,6,,"NEW YORK
(42.921241, -75.59655)",,20192811
NEW YORK CITY,2019,28,1,,11,,77,,77,,,-,55,,501,,,-,,-,11,,60,,3,,,NEW YORK CITY,20192812
PENNSYLVANIA,2019,28,1,,8,,34,,50,,,-,2,,4,,,-,,-,4,,10,,2,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192813
EAST NORTH CENTRAL,2019,28,3,,7,,52,,99,,,-,4,,4,,1,,1,,18,,50,,7,,,EAST NORTH CENTRAL,20192814
ILLINOIS,2019,28,,-,3,,20,,39,,,-,2,,4,,1,,,-,1,,5,,2,,"ILLINOIS
(40.124144, -89.148632)",,20192815
INDIANA,2019,28,,-,1,,,-,9,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.919991, -86.2818)",,20192816
MICHIGAN,2019,28,,-,3,,3,,15,,,-,4,,,-,,-,,-,17,,43,,4,,"MICHIGAN
(44.874798, -85.730977)",,20192817
OHIO,2019,28,3,,3,,28,,28,,,-,0,,,-,,-,1,,0,,1,,,-,"OHIO
(40.415534, -82.70936)",,20192818
WISCONSIN,2019,28,,-,2,,1,,8,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192819
WEST NORTH CENTRAL,2019,28,,-,6,,32,,68,,,-,0,,,-,20,,,-,1,,2,,15,,,WEST NORTH CENTRAL,20192820
IOWA,2019,28,,-,2,,10,,14,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192821
KANSAS,2019,28,,-,2,,3,,5,,,-,0,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.484729, -98.38018)",,20192822
MINNESOTA,2019,28,,-,5,,,-,31,,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20192823
MISSOURI,2019,28,,-,3,,9,,6,,,-,0,,,-,,-,,-,1,,2,,14,,"MISSOURI
(38.3675, -92.477244)",,20192824
NEBRASKA,2019,28,,-,2,,2,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20192825
NORTH DAKOTA,2019,28,,-,2,,7,,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20192826
SOUTH DAKOTA,2019,28,,-,1,,1,,6,,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192827
SOUTH ATLANTIC,2019,28,7,,20,,186,,244,,,-,4,,7,,2,,,-,3,,6,,6,,,SOUTH ATLANTIC,20192828
DELAWARE,2019,28,,-,3,,11,,8,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20192829
DISTRICT OF COLUMBIA,2019,28,,-,2,,9,,8,,,-,0,,,-,,-,,-,0,,,-,1,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192830
FLORIDA,2019,28,,-,4,,18,,28,,,-,3,,1,,,-,,-,1,,2,,3,,"FLORIDA
(28.260731, -82.420978)",,20192831
GEORGIA,2019,28,,-,3,,13,,39,,,-,2,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",,20192832
MARYLAND,2019,28,3,,9,,69,,100,,,-,2,,2,,,-,,-,2,,2,,1,,"MARYLAND
(38.946466, -76.687282)",,20192833
NORTH CAROLINA,2019,28,,-,4,,20,,33,,,-,0,,,-,2,,,-,0,,,-,1,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192834
SOUTH CAROLINA,2019,28,,-,0,,,-,,-,,-,2,,1,,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192835
VIRGINIA,2019,28,4,,5,,46,,25,,,-,0,,,-,,-,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",,20192836
WEST VIRGINIA,2019,28,,-,0,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192837
EAST SOUTH CENTRAL,2019,28,,-,3,,11,,16,,,-,2,,5,,,-,,-,1,,2,,1,,,EAST SOUTH CENTRAL,20192838
ALABAMA,2019,28,,-,1,,2,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192839
KENTUCKY,2019,28,,-,2,,,-,4,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.526683, -85.290484)",,20192840
MISSISSIPPI,2019,28,,-,1,,1,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192841
TENNESSEE,2019,28,,-,2,,8,,5,,,-,2,,4,,,-,,-,1,,1,,1,,"TENNESSEE
(35.842998, -86.343226)",,20192842
WEST SOUTH CENTRAL,2019,28,2,,24,,13,,61,,,-,5,,13,,5,,,-,1,,6,,7,,,WEST SOUTH CENTRAL,20192843
ARKANSAS,2019,28,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.899825, -92.439162)",,20192844
LOUISIANA,2019,28,,-,2,,4,,7,,,-,0,,,-,,-,,-,0,,,-,2,,"LOUISIANA
(30.921314, -91.840238)",,20192845
OKLAHOMA,2019,28,2,,2,,3,,2,,,-,2,,3,,,-,,-,1,,1,,3,,"OKLAHOMA
(35.583449, -97.508297)",,20192846
TEXAS,2019,28,,-,22,,6,,51,,,-,5,,10,,5,,,-,1,,5,,1,,"TEXAS
(31.447238, -99.317341)",,20192847
MOUNTAIN,2019,28,,-,4,,28,,32,,,-,1,,1,,,-,,-,2,,4,,1,,,MOUNTAIN,20192848
ARIZONA,2019,28,,-,3,,13,,9,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192849
COLORADO,2019,28,,-,2,,6,,10,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.998552, -105.547832)",,20192850
IDAHO,2019,28,,-,1,,,-,2,,,-,0,,,-,,-,,-,2,,2,,,-,"IDAHO
(44.389073, -114.659366)",,20192851
MONTANA,2019,28,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192852
NEVADA,2019,28,,-,2,,2,,2,,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.283294, -114.916992)",,20192853
NEW MEXICO,2019,28,,-,1,,1,,3,,,-,1,,1,,,-,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192854
UTAH,2019,28,,-,1,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192855
WYOMING,2019,28,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192856
PACIFIC,2019,28,1,,40,,52,,58,,,-,17,,119,,11,,,-,3,,35,,11,,,PACIFIC,20192857
