Reporting Area,MMWR Year,MMWR Week,"Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Max†","Malaria, Previous 52 weeks Max†, flag","Malaria, Cum 2019†","Malaria, Cum 2019†, flag","Malaria, Cum 2018†","Malaria, Cum 2018†, flag","Measles§, Idigenousis, Current week","Measles§, Idigenousis, Current week, flag","Measles§, Idigenousis, Previous 52 weeks Max†","Measles§, Idigenousis, Previous 52 weeks Max†, flag","Measles§, Idigenousis, Cum 2019†","Measles§, Idigenousis, Cum 2019†, flag","Measles§, Idigenousis, Cum 2018†","Measles§, Idigenousis, Cum 2018†, flag","Measles§, Imported, Current week","Measles§, Imported, Current week, flag","Measles§, Imported, Previous 52 weeks Max†","Measles§, Imported, Previous 52 weeks Max†, flag","Measles§, Imported, Cum 2019†","Measles§, Imported, Cum 2019†, flag","Measles§, Imported, Cum 2018†","Measles§, Imported, Cum 2018†, flag",Location 1,Location 2
ARIZONA,2019,14,,-,3,,5,,6,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
OREGON,2019,14,,-,2,,1,,3,,,-,3,,6,,2,,,-,1,,4,,,-,"OREGON
(44.567912, -120.156945)",
TEXAS,2019,14,,-,7,,1,,15,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.827233, -99.423022)",
GUAM,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
KANSAS,2019,14,,-,2,,2,,2,,,-,2,,,-,18,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
INDIANA,2019,14,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
ALASKA,2019,14,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2019,14,,-,2,,2,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2019,14,,-,4,,,-,8,,,-,3,,,-,,-,,-,2,,1,,,-,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2019,14,,-,5,,18,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2019,14,,-,4,,7,,10,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DISTRICT OF COLUMBIA,2019,14,,-,2,,5,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OHIO,2019,14,,-,4,,14,,7,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MAINE,2019,14,3,,1,,4,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
DELAWARE,2019,14,1,,3,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2019,14,,-,5,,11,,11,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.477092, -88.993221)",
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH DAKOTA,2019,14,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2019,14,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2019,14,,-,5,,6,,13,,,-,2,,3,,,-,4,,43,,55,,3,,"NEW YORK
(42.826892, -75.544286)",
MISSISSIPPI,2019,14,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2019,14,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2019,14,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2019,14,,-,3,,2,,8,,,-,0,,,-,,-,,-,15,,20,,1,,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2019,14,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IDAHO,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2019,14,,-,2,,,-,1,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2019,14,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2019,14,1,,9,,32,,44,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WISCONSIN,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2019,14,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2019,14,,-,5,,10,,12,,,-,2,,,-,6,,,-,6,,17,,2,,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2019,14,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MASSACHUSETTS,2019,14,1,,4,,12,,5,,,-,0,,,-,,-,,-,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MINNESOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2019,14,,-,6,,11,,16,,,-,13,,,-,,-,,-,1,,,-,1,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2019,14,,-,2,,1,,,-,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.491833, -117.070159)",
US RESIDENTS,2019,15,5,,56,,238,,284,,8,,20,,160,,32,,22,,45,,193,,24,,,US RESIDENTS
NEW ENGLAND,2019,15,1,,5,,19,,12,,,-,2,,2,,,-,1,,2,,4,,1,,,NEW ENGLAND
MIDDLE ATLANTIC,2019,15,2,,24,,66,,71,,8,,19,,137,,,-,21,,45,,117,,7,,MIDDLE ATLANTIC,
NEW YORK CITY,2019,15,,-,11,,33,,22,,,-,19,,126,,,-,,-,12,,38,,1,,,NEW YORK CITY
EAST NORTH CENTRAL,2019,15,,-,8,,27,,37,,,-,2,,4,,,-,,-,16,,40,,3,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,15,,-,5,,10,,12,,,-,1,,,-,19,,,-,6,,1,,4,,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,15,1,,20,,72,,94,,,-,3,,,-,,-,,-,3,,1,,,-,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,15,,-,4,,4,,3,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,15,,-,8,,2,,21,,,-,5,,8,,5,,,-,1,,4,,4,,,WEST SOUTH CENTRAL
MOUNTAIN,2019,15,,-,4,,13,,13,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN
PACIFIC,2019,15,1,,8,,25,,21,,,-,3,,8,,8,,,-,8,,23,,3,,,PACIFIC
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
AMERICAN SAMOA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,15,5,,56,,238,,284,,8,,20,,160,,32,,22,,45,,193,,24,,,TOTAL
TENNESSEE,2019,15,,-,2,,3,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2019,15,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
VERMONT,2019,15,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2019,15,,-,2,,2,,2,,,-,1,,,-,19,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
HAWAII,2019,15,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
TEXAS,2019,15,,-,7,,1,,16,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2019,15,,-,5,,18,,8,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2019,15,,-,4,,9,,10,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ILLINOIS,2019,15,,-,5,,11,,13,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.477092, -88.993221)",
DISTRICT OF COLUMBIA,2019,15,,-,2,,5,,4,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
CONNECTICUT,2019,15,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,1,,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2019,15,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEVADA,2019,15,,-,2,,1,,,-,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.491833, -117.070159)",
MARYLAND,2019,15,1,,9,,33,,47,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
OHIO,2019,15,,-,4,,14,,8,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2019,15,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
DELAWARE,2019,15,,-,3,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2019,15,,-,2,,3,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
FLORIDA,2019,15,,-,4,,,-,9,,,-,3,,,-,,-,,-,2,,1,,,-,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2019,15,,-,6,,12,,17,,,-,13,,,-,,-,,-,1,,2,,1,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2019,15,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
KENTUCKY,2019,15,,-,2,,,-,1,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
OKLAHOMA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,"OKLAHOMA
(35.468494, -97.521264)",
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
CALIFORNIA,2019,15,1,,5,,15,,13,,,-,2,,,-,6,,,-,7,,19,,3,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2019,15,,-,8,,13,,19,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALABAMA,2019,15,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MINNESOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
UTAH,2019,15,,-,1,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
COLORADO,2019,15,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2019,15,1,,4,,13,,7,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSOURI,2019,15,,-,3,,3,,2,,,-,0,,,-,,-,,-,6,,1,,3,,"MISSOURI
(38.636168, -92.566292)",
NEW HAMPSHIRE,2019,15,,-,1,,1,,,-,,-,0,,,-,,-,1,,1,,2,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2019,15,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2019,15,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2019,15,,-,2,,1,,3,,,-,3,,6,,2,,,-,1,,4,,,-,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2019,15,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2019,15,,-,6,,1,,10,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2019,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2019,15,2,,5,,8,,13,,8,,2,,11,,,-,21,,43,,76,,3,,"NEW YORK
(42.826892, -75.544286)",
WYOMING,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2019,15,,-,4,,6,,3,,,-,2,,2,,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2019,15,,-,3,,2,,10,,,-,0,,,-,,-,,-,16,,38,,1,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2019,15,,-,1,,,-,5,,,-,0,,,-,,-,,-,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2019,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
IDAHO,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2019,15,,-,3,,4,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ARIZONA,2019,15,,-,3,,6,,7,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH DAKOTA,2019,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
US RESIDENTS,2019,16,5,,56,,248,,318,,,-,20,,186,,33,,15,,45,,209,,34,,,US RESIDENTS
NEW ENGLAND,2019,16,,-,5,,20,,14,,,-,2,,2,,,-,,-,2,,4,,2,,,NEW ENGLAND
MIDDLE ATLANTIC,2019,16,2,,24,,68,,80,,,-,19,,144,,,-,15,,45,,131,,9,,MIDDLE ATLANTIC,
NEW YORK CITY,2019,16,,-,11,,33,,26,,,-,19,,128,,,-,,-,11,,37,,3,,,NEW YORK CITY
EAST NORTH CENTRAL,2019,16,2,,8,,29,,39,,,-,2,,4,,,-,,-,16,,41,,3,,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,16,,-,5,,11,,13,,,-,1,,,-,20,,,-,6,,1,,9,,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,16,1,,20,,74,,107,,,-,3,,,-,,-,,-,3,,1,,,-,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,16,,-,4,,6,,4,,,-,1,,1,,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,16,,-,8,,2,,23,,,-,5,,8,,5,,,-,1,,4,,4,,,WEST SOUTH CENTRAL
MOUNTAIN,2019,16,,-,4,,13,,14,,,-,0,,,-,,-,,-,1,,2,,1,,,MOUNTAIN
PACIFIC,2019,16,,-,8,,25,,24,,,-,12,,27,,8,,,-,8,,24,,5,,,PACIFIC
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
AMERICAN SAMOA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA
NON-US RESIDENTS,2019,16,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
TOTAL,2019,16,5,,56,,249,,318,,,-,20,,186,,33,,15,,45,,209,,34,,,TOTAL
NEBRASKA,2019,16,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ILLINOIS,2019,16,,-,5,,11,,14,,,-,2,,4,,,-,,-,1,,2,,1,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH CAROLINA,2019,16,,-,0,,,-,,-,,-,2,,,-,,-,,-,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MARYLAND,2019,16,1,,9,,35,,50,,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2019,16,,-,2,,2,,2,,,-,1,,,-,20,,,-,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KENTUCKY,2019,16,,-,2,,,-,2,,,-,1,,1,,,-,,-,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2019,16,,-,4,,14,,8,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2019,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MICHIGAN,2019,16,,-,3,,2,,10,,,-,0,,,-,,-,,-,16,,38,,1,,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2019,16,,-,4,,6,,3,,,-,12,,16,,,-,,-,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2019,16,,-,3,,6,,7,,,-,0,,,-,,-,,-,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSOURI,2019,16,,-,3,,3,,3,,,-,0,,,-,,-,,-,6,,1,,8,,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2019,16,,-,2,,1,,,-,,-,0,,,-,,-,,-,1,,,-,1,,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2019,16,,-,6,,1,,15,,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2019,16,1,,8,,14,,21,,,-,0,,,-,,-,,-,1,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2019,16,,-,1,,1,,1,,,-,0,,,-,,-,,-,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
TEXAS,2019,16,,-,7,,1,,18,,,-,5,,8,,5,,,-,1,,4,,1,,"TEXAS
(31.827233, -99.423022)",
INDIANA,2019,16,,-,1,,,-,5,,,-,0,,,-,,-,,-,1,,1,,1,,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2019,16,,-,3,,6,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OHIO,2019,16,2,,4,,16,,9,,,-,0,,,-,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
ALASKA,2019,16,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2019,16,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW MEXICO,2019,16,,-,1,,,-,3,,,-,0,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2019,16,,-,5,,15,,16,,,-,2,,1,,6,,,-,7,,20,,5,,"CALIFORNIA
(37.640735, -121.002435)",
MAINE,2019,16,,-,3,,4,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
CONNECTICUT,2019,16,,-,1,,,-,1,,,-,2,,2,,,-,,-,1,,,-,2,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW HAMPSHIRE,2019,16,,-,1,,1,,,-,,-,0,,,-,,-,,-,1,,2,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OKLAHOMA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,1,,,-,2,,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2019,16,,-,2,,4,,4,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2019,16,,-,4,,9,,12,,,-,1,,,-,,-,,-,1,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NORTH DAKOTA,2019,16,,-,1,,2,,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
DISTRICT OF COLUMBIA,2019,16,,-,2,,5,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MONTANA,2019,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
COLORADO,2019,16,,-,3,,3,,3,,,-,0,,,-,,-,,-,1,,1,,,-,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2019,16,,-,6,,12,,20,,,-,13,,5,,,-,,-,1,,2,,1,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2019,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
WYOMING,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WEST VIRGINIA,2019,16,,-,1,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
TENNESSEE,2019,16,,-,2,,5,,1,,,-,0,,,-,,-,,-,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2019,16,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2019,16,,-,1,,3,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
FLORIDA,2019,16,,-,4,,,-,9,,,-,3,,,-,,-,,-,2,,1,,,-,"FLORIDA
(28.915325, -81.922409)",
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PUERTO RICO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2019,16,,-,1,,1,,5,,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2019,16,,-,2,,1,,3,,,-,4,,10,,2,,,-,1,,4,,,-,"OREGON
(44.567912, -120.156945)",
MISSISSIPPI,2019,16,,-,1,,1,,1,,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2019,16,,-,3,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2019,16,1,,5,,9,,13,,,-,8,,11,,,-,15,,43,,91,,3,,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2019,16,,-,5,,18,,9,,,-,0,,,-,,-,,-,1,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MASSACHUSETTS,2019,17,,-,4,,14,,9,,,-,0,,,-,,-,,-,2,,2,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
IOWA,2019,17,,-,2,,4,,5,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
NEBRASKA,2019,17,,-,2,,,-,2,,,-,0,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",
PUERTO RICO,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2019,17,,-,3,,2,,10,,,-,0,,,-,,-,,-,16,,39,,1,,"MICHIGAN
(44.874798, -85.730977)",
CALIFORNIA,2019,17,,-,5,,17,,21,,,-,6,,19,,6,,,-,4,,18,,5,,"CALIFORNIA
(37.211164, -119.662127)",
GEORGIA,2019,17,,-,6,,1,,16,,2,,1,,3,,,-,,-,1,,1,,,-,"GEORGIA
(32.638481, -83.426574)",
